,Function,sup1,sup2,sup3,sup4,sup5,salary,gender,disabled,race,yearsInPosition,yearsInProfession,age,cred1,cred2,highestDegree,inst1,inst2,inst3,inst4,inst5,instBudget,City,State,Zip,country,Category,instSize,instType,Unnamed: 0,B19013_001,no_male_hs_p,no_female_hs_p,at_least_hs_male_p,at_least_hs_female_p,at_least_bach_male_p,at_least_bach_female_p,male_unemployment,female_unemployment,snap,renter,median_rent,foreign_born,Value for Owner-Occupied Housing Units:  Total: ,"Value for Owner-Occupied Housing Units:  Less than $10,000 ","Value for Owner-Occupied Housing Units:  $10,000 to $14,999 ","Value for Owner-Occupied Housing Units:  $15,000 to $19,999 ","Value for Owner-Occupied Housing Units:  $20,000 to $24,999 ","Value for Owner-Occupied Housing Units:  $25,000 to $29,999 ","Value for Owner-Occupied Housing Units:  $30,000 to $34,999 ","Value for Owner-Occupied Housing Units:  $35,000 to $39,999 ","Value for Owner-Occupied Housing Units:  $40,000 to $49,999 ","Value for Owner-Occupied Housing Units:  $50,000 to $59,999 ","Value for Owner-Occupied Housing Units:  $60,000 to $69,999 ","Value for Owner-Occupied Housing Units:  $70,000 to $79,999 ","Value for Owner-Occupied Housing Units:  $80,000 to $89,999 ","Value for Owner-Occupied Housing Units:  $90,000 to $99,999 ","Value for Owner-Occupied Housing Units:  $100,000 to $124,999 ","Value for Owner-Occupied Housing Units:  $125,000 to $149,999 ","Value for Owner-Occupied Housing Units:  $150,000 to $174,999 ","Value for Owner-Occupied Housing Units:  $175,000 to $199,999 ","Value for Owner-Occupied Housing Units:  $200,000 to $249,999 ","Value for Owner-Occupied Housing Units:  $250,000 to $299,999 ","Value for Owner-Occupied Housing Units:  $300,000 to $399,999 ","Value for Owner-Occupied Housing Units:  $400,000 to $499,999 ","Value for Owner-Occupied Housing Units:  $500,000 to $749,999 ","Value for Owner-Occupied Housing Units:  $750,000 to $999,999 ","Value for Owner-Occupied Housing Units:  $1,000,000 or more ",Sex by Age:  Male: ,Sex by Age:  Male: Under 5 years ,Sex by Age:  Male: 5 to 9 years ,Sex by Age:  Male: 10 to 14 years ,Sex by Age:  Male: 15 to 17 years ,Sex by Age:  Male: 18 and 19 years ,Sex by Age:  Male: 20 years ,Sex by Age:  Male: 21 years ,Sex by Age:  Male: 22 to 24 years ,Sex by Age:  Male: 25 to 29 years ,Sex by Age:  Male: 30 to 34 years ,Sex by Age:  Male: 35 to 39 years ,Sex by Age:  Male: 40 to 44 years ,Sex by Age:  Male: 45 to 49 years ,Sex by Age:  Male: 50 to 54 years ,Sex by Age:  Male: 55 to 59 years ,Sex by Age:  Male: 60 and 61 years ,Sex by Age:  Male: 62 to 64 years ,Sex by Age:  Male: 65 and 66 years ,Sex by Age:  Male: 67 to 69 years ,Sex by Age:  Male: 70 to 74 years ,Sex by Age:  Male: 75 to 79 years ,Sex by Age:  Male: 80 to 84 years ,Sex by Age:  Male: 85 years and over ,Sex by Age:  Female: ,Sex by Age:  Female: Under 5 years ,Sex by Age:  Female: 5 to 9 years ,Sex by Age:  Female: 10 to 14 years ,Sex by Age:  Female: 15 to 17 years ,Sex by Age:  Female: 18 and 19 years ,Sex by Age:  Female: 20 years ,Sex by Age:  Female: 21 years ,Sex by Age:  Female: 22 to 24 years ,Sex by Age:  Female: 25 to 29 years ,Sex by Age:  Female: 30 to 34 years ,Sex by Age:  Female: 35 to 39 years ,Sex by Age:  Female: 40 to 44 years ,Sex by Age:  Female: 45 to 49 years ,Sex by Age:  Female: 50 to 54 years ,Sex by Age:  Female: 55 to 59 years ,Sex by Age:  Female: 60 and 61 years ,Sex by Age:  Female: 62 to 64 years ,Sex by Age:  Female: 65 and 66 years ,Sex by Age:  Female: 67 to 69 years ,Sex by Age:  Female: 70 to 74 years ,Sex by Age:  Female: 75 to 79 years ,Sex by Age:  Female: 80 to 84 years ,Sex by Age:  Female: 85 years and over ,commute_over_60,full_time,part_time,high_rent_burden,extreme_rent_burden
0,position1,16,1,0,350,135,125000.0,Woman,False,Caucasian,10.0,26.0,50.0,True,False,Doctoral,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,position3,7,0,0,320,120,92000.0,Woman,False,Other,1.0,11.0,35.0,False,True,Master's Degree,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,position3,4,0,0,25,15,88000.0,Woman,False,Caucasian,4.0,14.0,54.0,False,False,Master's Degree,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,position5,0,0,0,5,0,75000.0,Woman,False,Caucasian,1.0,1.0,33.0,False,False,Bachelor's Degree,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,position18,0,0,0,0,0,67000.0,Woman,False,Caucasian,1.0,1.0,32.0,False,False,Master's Degree,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,position9,1,0,0,80,10,68000.0,Man,False,Caucasian,1.0,5.0,26.0,False,False,Bachelor's Degree,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,position9,0,0,0,80,5,60000.0,Man,False,Hispanic,1.0,2.0,23.0,False,False,Bachelor's Degree,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,position11,0,0,0,50,10,60000.0,Man,False,Caucasian,1.0,2.0,24.0,False,False,Bachelor's Degree,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,position12,0,0,0,10,45,74000.0,Woman,False,Caucasian,5.0,5.0,44.0,False,False,Master's Degree,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,position6,0,0,0,10,30,68000.0,Woman,False,Caucasian,4.0,4.0,34.0,False,False,Bachelor's Degree,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,position8,0,0,0,65,5,75000.0,Man,False,Caucasian,13.0,13.0,40.0,False,False,Master's Degree,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,position7,0,0,0,25,15,68000.0,Woman,False,Caucasian,3.0,3.0,26.0,False,False,Bachelor's Degree,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,position10,1,0,0,25,15,62000.0,Woman,False,Caucasian,2.0,4.0,28.0,False,False,Bachelor's Degree,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,position10,0,0,0,0,0,52000.0,Man,False,Caucasian,1.0,8.0,34.0,False,False,Bachelor's Degree,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,position14,1,0,0,0,0,60000.0,Woman,False,Caucasian,3.0,4.0,35.0,False,False,Bachelor's Degree,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,position14,0,0,0,0,0,50000.0,Woman,False,Caucasian,1.0,2.0,27.0,False,False,Bachelor's Degree,16,1,0,350,120,3100000.0,Edmonton,AB,T6G 2,CANADA,one,35630.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,position13,7,0,0,0,0,72843.0,Woman,False,Caucasian,6.0,6.0,36.0,False,False,Master's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,position5,0,0,0,0,0,52015.0,Man,False,Caucasian,1.0,3.0,37.0,False,False,Bachelor's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,position9,0,0,0,50,1,57966.0,Woman,False,Caucasian,6.0,9.0,37.0,False,False,Associate's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,position6,1,0,0,2,2,56965.0,Woman,False,Caucasian,5.0,5.0,34.0,False,False,Bachelor's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,position6,0,0,0,0,20,60169.0,Woman,False,Caucasian,20.0,20.0,56.0,False,False,Bachelor's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,position12,0,0,0,3,20,55983.0,Woman,False,Biracial,4.0,3.0,30.0,False,False,Master's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,position17,0,0,0,0,0,48284.0,Woman,False,Caucasian,3.0,3.0,25.0,False,False,No College Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,position6,0,0,0,2,10,51050.0,Woman,False,Caucasian,4.0,4.0,56.0,False,False,Bachelor's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,position1,12,0,0,0,0,85000.0,Man,False,Caucasian,1.0,,48.0,False,False,Master's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,position13,4,0,0,320,0,70000.0,Man,False,Caucasian,5.0,12.0,30.0,False,False,Bachelor's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,position16,0,0,0,110,0,50000.0,Woman,False,Caucasian,4.0,8.0,28.0,False,False,Bachelor's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,position16,0,0,0,75,0,50000.0,Woman,False,Caucasian,3.0,10.0,30.0,False,False,Bachelor's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,position16,0,0,0,75,0,50000.0,Woman,False,Caucasian,3.0,3.0,29.0,False,False,Bachelor's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,position16,0,0,0,60,0,50000.0,Man,False,Caucasian,4.0,10.0,29.0,False,False,Bachelor's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,position1,5,0,0,22,1,70000.0,Man,False,Asian American,4.0,14.0,37.0,False,False,Bachelor's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,position15,0,0,0,1,0,43000.0,Woman,False,Caucasian,1.0,3.0,34.0,False,False,Bachelor's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,position15,0,0,0,15,0,45000.0,Woman,False,Caucasian,5.0,7.0,27.0,False,False,No College Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,position15,0,0,0,6,0,50000.0,Man,False,Caucasian,22.0,22.0,52.0,False,False,Bachelor's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,position15,0,0,0,0,0,50000.0,Man,False,Caucasian,6.0,14.0,58.0,False,False,No College Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,position15,0,0,0,0,0,50000.0,Man,False,African American,14.0,20.0,68.0,False,False,Bachelor's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,position15,0,0,0,0,1,22000.0,Man,False,Caucasian,4.0,4.0,28.0,False,False,Bachelor's Degree,14,0,0,377,53,2670000.0,Winnipeg,MB,R3T 2,CANADA,one,24470.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,position1,9,0,0,0,0,132048.0,Man,False,Caucasian,13.0,20.0,45.0,False,True,Master's Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,position4,2,1,0,17,13,75471.0,Woman,False,Caucasian,7.0,25.0,49.0,False,False,No College Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,position10,0,0,0,0,0,68762.0,Woman,False,Caucasian,9.0,17.0,49.0,False,False,Bachelor's Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,position15,4,1,0,5,1,96396.0,Man,False,Caucasian,10.0,16.0,48.0,False,False,No College Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,position6,2,1,0,12,54,82414.0,Woman,False,Caucasian,15.0,18.0,46.0,False,False,Master's Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,position9,0,0,0,50,0,59050.0,Woman,False,Caucasian,1.0,6.0,35.0,False,False,Bachelor's Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,position5,1,1,0,1,0,76225.0,Woman,False,Caucasian,12.0,12.0,41.0,False,False,Bachelor's Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,position17,3,0,0,27,0,61203.0,Man,False,Caucasian,1.0,4.0,37.0,False,False,Bachelor's Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,position8,0,0,0,1,0,76225.0,Man,False,Caucasian,13.0,13.0,47.0,False,False,Bachelor's Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,position14,0,0,0,0,0,69086.0,Woman,False,Caucasian,2.0,2.0,42.0,False,False,No College Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,position20,0,0,0,19,5,68637.0,Man,False,Caucasian,6.0,6.0,34.0,False,False,Bachelor's Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,0,0,0,0,0,,,False,,,,,False,False,,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,position4,0,0,0,0,0,43417.0,Man,False,Caucasian,1.0,1.0,25.0,False,False,Bachelor's Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,position4,0,0,0,0,0,52499.0,Man,False,Caucasian,6.0,6.0,30.0,False,False,Bachelor's Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,position10,0,0,0,0,0,49977.0,Woman,False,Caucasian,6.0,6.0,55.0,False,False,No College Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,position15,0,0,0,0,0,62616.0,Man,False,Caucasian,20.0,20.0,56.0,False,False,No College Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,position15,0,0,0,0,0,62616.0,Man,False,Caucasian,12.0,12.0,54.0,False,False,Bachelor's Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,position15,0,0,0,0,0,57916.0,Man,False,Caucasian,9.0,11.0,38.0,False,False,No College Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,position6,0,0,0,0,0,62616.0,Woman,False,Caucasian,13.0,15.0,35.0,False,False,Bachelor's Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,position6,0,0,0,0,0,52670.0,Woman,False,Caucasian,3.0,3.0,45.0,False,False,No College Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,position17,0,0,0,0,0,46650.0,Woman,False,Caucasian,1.0,1.0,26.0,False,False,Bachelor's Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,position17,0,0,0,0,0,48683.0,Woman,False,Caucasian,3.0,3.0,26.0,False,False,Bachelor's Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,position17,0,0,0,0,0,46650.0,Woman,False,Caucasian,1.0,1.0,23.0,False,False,Bachelor's Degree,22,4,0,132,73,3800000.0,Calgary,AB,T3E 6,Canada,one,9450.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,position1,7,0,0,105,35,75899.0,Man,False,Asian American,12.0,13.0,56.0,False,False,Master's Degree,8,0,0,105,42,1300000.0,Fredericton,NB,E3B 5,CANADA,one,8910.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
